ID,Categoría,Subcategoría,Palabras Clave (Para el bot),Respuesta Verificada (Lenguaje sencillo para el chat),Disclaimer Obligatorio (¡Crítico!),Paginas,Documento,Enlace
ANMI-0323,Suplementación (MMN),¿Cómo se preparan? (Paso 2),"comida, preparacion, cantidad, mmn, chispitas, 2","""💊 *Paso 2:* Separa en un plato limpio dos (2) cucharadas de la comida espesa de tu bebé (como su puré, papilla o mazamorra). La comida debe estar TIBIA, ni muy caliente ni muy fría.""","""Solo necesitas dos cucharadas de su comida habitual.""",54,Recetario_Anemia_pagina_51-56.pdf.pdf,https://drive.google.com/file/d/1vHemDd5D7P5XuTOCu-CV5ofmLDB99_cT/view?usp=drive_link
ANMI-0324,Suplementación (MMN),¿Cómo se preparan? (Paso 3),"abrir, mezclar, mmn, 3","""💊 *Paso 3:* Abre el sobre de *micronutrientes* con cuidado y echa TODO el polvito sobre las dos cucharadas de comida que separaste. Mézclalo bien.""","""Asegúrate de echar todo el contenido del sobre.""",54,Recetario_Anemia_pagina_51-56.pdf.pdf,https://drive.google.com/file/d/1vHemDd5D7P5XuTOCu-CV5ofmLDB99_cT/view?usp=drive_link
ANMI-0325,Suplementación (MMN),¿Cómo se preparan? (Paso 4),"mezcla, primero, tiempo, cuanto, 4","""💊 *Paso 4:* ¡Dáselo de inmediato! Dale esas dos cucharadas con MMN antes que el resto de su comida. Debes dárselo en menos de 15 minutos.""","""Una vez que termine esas dos cucharadas, puedes continuar dándole el resto de su comida.""",54,Recetario_Anemia_pagina_51-56.pdf.pdf,https://drive.google.com/file/d/1vHemDd5D7P5XuTOCu-CV5ofmLDB99_cT/view?usp=drive_link
ANMI-0326,Suplementación (MMN),Errores (Líquidos),"mmn, sopa, agua, mezclar, jugo, chispitas, leche, micronutrientes","""💊 ¡Importante! NO debes mezclar el polvo de *micronutrientes* con líquidos (ni leche, ni jugos, ni sopas, ni agua). El polvo no se disuelve bien y se puede quedar pegado en la taza.""","""Siempre mézclalo con comida espesa (papilla o puré).""",54,Recetario_Anemia_pagina_51-56.pdf.pdf,https://drive.google.com/file/d/1vHemDd5D7P5XuTOCu-CV5ofmLDB99_cT/view?usp=drive_link
ANMI-0327,Suplementación (MMN),Errores (Caliente),"caliente, mezclar, cocinar, mmn, micronutrientes, comida","""💊 ¡No! No mezcles el polvo con comida muy caliente ni lo cocines. El calor puede cambiarle el sabor o el color a la comida y hacer que tu bebé lo rechace.""","""La comida debe estar TIBIA (a temperatura para comer).""",54,Recetario_Anemia_pagina_51-56.pdf.pdf,https://drive.google.com/file/d/1vHemDd5D7P5XuTOCu-CV5ofmLDB99_cT/view?usp=drive_link
ANMI-0328,Suplementación (MMN),Errores (Recalentar),"recalentar, mezcla, guardar, mmn, comida","""💊 La comida mezclada con los *micronutrientes* debe comerse al instante. NO se puede guardar ni recalentar.""","""Prepara solo las dos cucharadas que va a comer en el momento.""",54,Recetario_Anemia_pagina_51-56.pdf.pdf,https://drive.google.com/file/d/1vHemDd5D7P5XuTOCu-CV5ofmLDB99_cT/view?usp=drive_link
ANMI-0329,Suplementación (MMN),Sabor y Olor,"chispitas, huelen, sabor, rechaza, mmn, hijo","""💊 Los *micronutrientes* están diseñados para no tener olor ni sabor fuerte, así no cambian la comida del bebé. Si lo rechaza, asegúrate de haberlo mezclado solo con 2 cucharadas (no en todo el plato) y que la comida esté tibia.""","""Si el rechazo continúa, coméntalo en tu centro de salud.""",53,Recetario_Anemia_pagina_51-56.pdf.pdf,https://drive.google.com/file/d/1vHemDd5D7P5XuTOCu-CV5ofmLDB99_cT/view?usp=drive_link
ANMI-0330,Suplementación (MMN),Duración,"sobres, frecuencia, tiempo, mmn, cuanto, micronutrientes","""💊 Se da un (1) sobre TODOS LOS DÍAS. La indicación habitual es por 12 meses seguidos (1 año), o por el tiempo que te indique el *personal de salud* (por ejemplo, ciclos de 6 meses).""","""Sigue la indicación que te dieron en tu centro de salud.""",53,Recetario_Anemia_pagina_51-56.pdf.pdf,https://drive.google.com/file/d/1vHemDd5D7P5XuTOCu-CV5ofmLDB99_cT/view?usp=drive_link
ANMI-0331,Suplementación (Gestantes),¿Qué tomar?,"pastilla, folico, acido, tomar, suplemento, gestante, embarazo, hierro","""💊 Si estás gestando, debes tomar tu *suplemento de Hierro* + *Ácido Fólico*. Usualmente es una pastilla que tiene 60 mg de hierro elemental y 400 ug (microgramos) de ácido fólico.""","""En tu control prenatal te las entregarán GRATIS y te explicarán cómo tomarlas.""",14,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0332,Suplementación (Gestantes),¿Cuándo empezar?,"semana, empiezo, 14, pastillas, tomar, embarazo, hierro","""💊 Debes empezar a tomar tu pastilla de *hierro* + *ácido fólico* TODOS LOS DÍAS a partir de la semana 14 de gestación.""","""Si aún no las has empezado, ¡no esperes! Acude a tu control prenatal. Nunca es tarde para empezar.""",14,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0333,Suplementación (Gestantes),Duración,"tomo, hierro, parto, despues, tiempo, pastillas, cuanto","""💊 Debes tomar tu suplemento todos los días durante todo el embarazo Y continuar tomándolo hasta 30 días (un mes) después del parto. Esto te ayudará a recuperarte y tener energía para la lactancia.""","""Es un tratamiento largo, pero vital para tu salud y la de tu bebé.""",14,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0334,Suplementación (Gestantes),Dosis (Inicio Tardío),"tarde, 32, nunca, tome, empece, semanas, alta, controles, dosis, embarazo, tardio","""💊 Si iniciaste tus controles después de la semana 32 de gestación, el *personal de salud* probablemente te indicará una dosis de refuerzo: 120 mg de hierro + 800 ug de *ácido fólico* (dos pastillas).""","""Esta dosis de refuerzo es para ayudarte a recuperar el tiempo. Sigue la indicación de tu obstetra.""",14,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0335,Suplementación (Gestantes),¿Por qué Ácido Fólico?,"folico, acido, sirve, importancia, folato","""💊 El *ácido fólico* es clave, especialmente al inicio del embarazo (primeras semanas). Ayuda a prevenir defectos serios en el cerebro y la columna vertebral de tu bebé (defectos del tubo neural).""","""Por eso, si estás planeando embarazarte, es ideal empezar a tomarlo desde antes.""",17,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0336,Suplementación (Adolescentes),¿Por qué?,"adolescentes, mujeres, menstruacion, suplemento, anemia, hierro","""💊 Las adolescentes mujeres tienen mayor riesgo de *anemia* por dos razones: están en pleno 'estirón' (crecimiento rápido) y tienen la pérdida de *hierro* mensual por la menstruación (regla).""","""Una suplementación preventiva ayuda a mantener sus reservas de hierro.""",6,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0337,Suplementación (Adolescentes),Dosis Preventiva,"adolescentes, hierro, adolescente, pastillas, dosis, cuanto, tomar","""💊 Como prevención, la norma de salud recomienda que las adolescentes (12-17 años) tomen una tableta de *hierro* + *ácido fólico* dos veces por semana, durante 3 meses seguidos, cada año.""","""Consulta en tu centro de salud o en la enfermería de tu colegio sobre esta campaña de prevención.""",19,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0338,Suplementación (Adherencia),Heces Oscuras,"heces, hierro, negra, oscuras, negras, caca, verdes, pastillas, bebe","""💊 No te preocupes, es TOTALMENTE NORMAL que las heces (caca) se pongan de color oscuro, verde oscuro o negro. Esto pasa por el *hierro* y no es peligroso. Desaparecerá al terminar el tratamiento.""","""Esto es normal y esperado, de hecho, ¡es señal de que sí lo está tomando!""",8,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0339,Suplementación (Adherencia),Vómitos / Náuseas (Bebé),"hierro, nauseas, jarabe, vomitos, asco, gotas, hijo","""💊 Es común que al inicio sientan náuseas o asco por el sabor. ¡No te rindas! Intenta dárselo en un horario diferente, cuando esté tranquilo. Si tiene más de 6 meses, puedes dárselo con un poquito de jugo de naranja o agua.""","""Consulta en tu centro de salud si los vómitos son fuertes. No suspendas el tratamiento sin consultar.""",8,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0340,Suplementación (Adherencia),Vómitos / Náuseas (Gestante),"vomito, nauseas, tolero, asco, sulfato, ferroso, pastilla, pastillas, vomitos","""💊 Es un malestar muy común en gestantes. Un consejo: NO tomes la pastilla en ayunas. Tómala después del almuerzo o a media tarde (con un refrigerio). Si las náuseas son muy fuertes, tómala de noche, antes de dormir.""","""Si aun así no la toleras, habla con tu obstetra. Existen otras opciones (como el Polimaltosado Férrico).""",8,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0341,Suplementación (Adherencia),Dolor de Estómago / Cólico,"estomago, colicos, barriga, dolor, duele, gotas, colico","""💊 Si le duele la barriga, intenta fraccionar la dosis (darle la mitad en la mañana y la mitad en la tarde). Si tiene más de 6 meses, prueba dárselo con un refrigerio (que no sea leche).""","""Coméntale esto al personal de salud en su próximo control.""",8,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0342,Suplementación (Adherencia),Estreñimiento (Bebé),"estrenido, caca, estrine, gotas, bebe, estrenimiento","""💊 Si tu bebé está con estreñimiento, hay dos cosas que ayudan: si lacta, dale pecho más seguido. Si ya come, asegúrate de que tome suficiente agua y coma alimentos con fibra (frutas, verduras).""","""Coméntalo en su control. A veces fraccionar la dosis también ayuda.""",8,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0343,Suplementación (Adherencia),Estreñimiento (Gestante),"estrenida, estrenimiento, estoy, pastillas, embarazo, hierro","""💊 Es un efecto adverso muy común. Para manejarlo, debes aumentar tu consumo de AGUA (toma 6-8 vasos al día) e incluir más FIBRA en tu dieta (frutas, verduras, cereales integrales).""","""No suspendas el hierro. El estreñimiento se puede manejar con dieta y agua.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0344,Suplementación (Adherencia),Mancha los Dientes,"dientes, manchados, manchan, negros, gotas, mancha","""💊 Sí, el *hierro* líquido puede manchar los dientes temporalmente. Para evitarlo, dale el suplemento rápido, sin que lo mantenga mucho tiempo en la boca. Puedes mezclarlo con un poquito de agua o jugo (no cítrico si es muy bebé).""","""Las manchas suelen desaparecer. Es más importante proteger su cerebro.""",8,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0345,Suplementación (Adherencia),Olvido de Dosis (Bebé),"olvide, dia, olvido, paso, darle, gotas","""💊 No te preocupes si te olvidaste una dosis. NO le des el doble al día siguiente. Simplemente retoma la dosis normal al día siguiente y continúa como siempre.""","""Intenta dárselo siempre a la misma hora (ej. después del baño) para crear una rutina y no olvidarlo.""",8,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0346,Suplementación (Adherencia),Olvido de Dosis (Gestante),"olvide, ayer, pastilla, paso, dosis, olvido","""💊 Si te olvidaste una dosis, tómala tan pronto te acuerdes. Pero si ya falta poco para la siguiente dosis (del día siguiente), mejor sáltate la que olvidaste y continúa tu horario normal. No tomes dos pastillas juntas.""","""La constancia es lo más importante. Ponte una alarma en el celular para recordarlo.""",8,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0347,Suplementación (Adherencia),Alternativa (Polimaltosado),"hierro, cambiaron, alternativa, polimaltosado, sulfato, ferroso","""💊 Si tu bebé o tú (gestante) tienen muchos malestares (vómitos, dolor fuerte) con el Sulfato Ferroso, coméntalo con el *personal de salud*. Existe una alternativa llamada Complejo Polimaltosado Férrico.""","""Esta alternativa suele tener menos efectos adversos. Consulta en tu centro de salud si es una opción para ti.""",13,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0348,Suplementación (Adherencia),Niño Escupe las Gotas,"hierro, escupe, rechaza, sabor, tomar, gotas, hijo","""💊 El sabor del *hierro* metálico puede ser fuerte. ¡Paciencia! Intenta mezclar las gotas con una cucharadita de jugo de naranja o papaya (si es mayor de 6 meses) o un poquito de agua hervida. Dáselo rápido y luego dale pecho o su comida.""","""Sigue intentando. Es por el bien de su desarrollo. Habla con la enfermera en tu CRED para más consejos.""",34,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0349,Suplementación (Adherencia),¿Por qué tantos meses? (Hemoglobina),"tanto, tan, largo, mucho, tiempo, 6, tratamiento, meses, tantos","""💊 El tratamiento de 6 meses es necesario no solo para que la *hemoglobina* suba a un nivel normal, sino para rellenar los depósitos de hierro del cuerpo. Si se corta el tratamiento antes, los depósitos quedan vacíos y la *anemia* regresa rápido.""","""Es un esfuerzo largo, pero es la única forma de curar la anemia de raíz.""",36,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0350,Suplementación (Interacciones),Leche / Calcio,"hierro, leche, queso, calcio, tomar, suplemento","""💊 ¡Importante! El calcio (que está en la leche, queso, yogurt) bloquea la absorción del *hierro*. No debes dar el *suplemento de hierro* junto con la leche o productos lácteos.""","""Debes esperar al menos 1 o 2 horas entre la toma de leche (o fórmula) y la toma del suplemento de hierro.""",17,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0351,Suplementación (Interacciones),Antiácidos,"hierro, antiacidos, omeprazol, gastritis, pastillas","""💊 Si estás tomando antiácidos (como omeprazol o pastillas para la gastritis), estos también pueden afectar la absorción del *hierro*. No los tomes al mismo tiempo.""","""Espera al menos 2 horas entre la toma de tu antiácido y tu pastilla de hierro. Consulta a tu médico.""",34,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0352,Suplementación (Interacciones),Té / Café / Cafeína,"hierro, bebidas, cafeina, cafe, gaseosa, anemia","""💊 Las bebidas como el té, el café y algunas gaseosas tienen sustancias (taninos, cafeína) que impiden que tu cuerpo absorba bien el *hierro* de la comida y de los suplementos.""","""Evita tomar estas bebidas junto con tus comidas principales o con tu suplemento.""",34,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0353,Suplementación (Interacciones),Fibra / Cereales,"cereales, hierro, fibra, integrales, tomar","""💊 Los alimentos muy ricos en fibra o granos integrales (como el salvado) también pueden reducir un poco la absorción del *hierro* si se consumen exactamente al mismo tiempo.""","""Intenta tomar tu suplemento de hierro alejado de las comidas principales, de preferencia con agua o un jugo cítrico.""",13,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0354,Suplementación (Interacciones),Antibióticos,"antibiotico, infeccion, antibioticos, tomar, suplemento, hijo, hierro","""💊 Si tu bebé o tú están tomando un tratamiento con antibióticos, la norma indica suspender el *suplemento de hierro* temporalmente mientras dura el tratamiento del antibiótico.""","""Una vez que termine el tratamiento antibiótico, debes reiniciar el suplemento de hierro de inmediato. Confírmalo con tu médico.""",34,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0355,Suplementación (Interacciones),Vitamina C,"jugo, hierro, naranja, absorber, mejor, vitamina, tomar","""💊 ¡El *hierro* y la *Vitamina C* son los mejores amigos! La Vitamina C (del limón, naranja, mandarina, camu camu) ayuda a que tu cuerpo absorba mucho mejor el hierro.""","""Es una buena idea tomar tu pastilla de hierro con un jugo de naranja, o acompañar tus lentejas con una ensalada con limón.""",12,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0356,Suplementación (Tratamiento),Dosis de Tratamiento,"anemia, dosis, 3mg, curar, tratamiento, hijo","""💊 Si a tu bebé le diagnosticaron *anemia*, el tratamiento es diferente. El *personal de salud* (médico) le recetará una dosis más alta, usualmente de 3 mg de hierro por kilo de peso al día.""","""¡MUY IMPORTANTE! Yo no puedo recetar. Sigue exactamente la dosis y el tiempo que te dio el médico. La dosis de tratamiento no es la misma que la de prevención.""",19,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0357,Suplementación (Tratamiento),Duración del Tratamiento,"tratamiento, dura, curar, cuanto, 6, meses, anemia","""💊 El tratamiento de la *anemia* dura 6 MESES continuos. Es muy importante que NO lo suspendas aunque el bebé ya se vea mejor o aunque el siguiente control de sangre salga normal.""","""El tratamiento largo es para rellenar los depósitos de hierro. Si lo cortas antes, la anemia regresará.""",19,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0358,Suplementación (Tratamiento),Control del Tratamiento (Hemoglobina),"han, citado, hacen, mes, examen, control, anemia","""💊 Si tu bebé inició tratamiento, lo citarán para un control de *hemoglobina* al mes, a los 3 meses y a los 6 meses. Esto es para verificar que el tratamiento esté funcionando y que la hemoglobina esté subiendo.""","""No faltes a estos controles. Son claves para asegurar que tu bebé se recupere por completo.""",23,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0359,Suplementación (Tratamiento),Gestante con Anemia,"anemia, doble, estoy, embarazada, dosis, tratamiento, gestante, hierro","""💊 Si te diagnosticaron *anemia* en el embarazo, el tratamiento es con una dosis más alta. Usualmente es de 120 mg de hierro + 800 ug de *ácido fólico* (dos pastillas) al día.""","""Sigue al pie de la letra la indicación de tu obstetra. Tratar la anemia es vital para tu salud y la de tu bebé.""",20,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0360,Suplementación (Tratamiento),Gestante (Anemia Severa) (Hemoglobina),"anemia, hierro, intravenoso, severa, vena, grave, embarazo","""💊 Si te diagnosticaron *anemia* severa (*hemoglobina* muy baja), el médico podría indicar un tratamiento especializado, como hierro intravenoso (a la vena), para subir tus niveles más rápido. Esto se maneja en el hospital.""","""Confía en tu equipo de salud. Ellos te darán el mejor tratamiento para tu caso.""",20,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0361,Suplementación (Abandono),Suspensión (Enfermedad),"hierro, suspender, enfermo, diarrea, darle, hijo","""💊 La norma técnica indica que si el niño tiene una enfermedad (como diarrea, infección, gastritis) se debe suspender temporalmente el *suplemento de hierro* hasta que se recupere.""","""Consulta con tu médico. Una vez que el bebé esté sano, debes reiniciar el suplemento de inmediato.""",9,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0362,Suplementación (Abandono),Reinicio (Menos 3 meses),"deje, abandone, reiniciar, mes, 1, darle, tratamiento, gotas, reinicio, 3, meses","""💊 Si la suspensión del suplemento (preventivo o de tratamiento) fue por menos de 3 meses, debes reiniciarlo y continuar hasta completar el tiempo total que te indicaron.""","""Retómalo hoy mismo. Lo importante es completar el esquema.""",9,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0363,Suplementación (Abandono),Reinicio (Más 3 meses) (Hemoglobina),"deje, abandone, reiniciar, tiempo, 4, tratamiento, meses, reinicio, 3","""💊 Si la suspensión fue larga (más de 3 meses), debes llevarlo al *centro de salud*. Le harán una nueva *prueba de hemoglobina* para saber si sigue necesitando prevención o si necesita tratamiento.""","""No lo reinicies por tu cuenta. Es necesario un nuevo control para saber qué dosis necesita ahora.""",9,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0364,Suplementación (Abandono),No mejora (Hemoglobina),"anemia, mejora, sigue, sube, funciona, tratamiento, hierro","""💊 Si le estás dando el tratamiento todos los días y en el control de *hemoglobina* no mejora, debes informarlo al médico. A veces la *anemia* no es solo por falta de hierro, puede ser por falta de otras vitaminas (B12), parásitos o inflamación.""","""El médico deberá hacer más estudios para encontrar la causa. No abandones el tratamiento, informa al médico.""",30,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0365,Suplementación (General),Almacenamiento,"guardo, conservar, guardar, mmn, gotas, almacenamiento","""💊 Guarda el suplemento (gotas, jarabe, sobres) en un lugar fresco y seco, bien cerrado, y protegido de la luz y el calor.""","""¡Muy importante! Mantenlo siempre LEJOS DEL ALCANCE DE LOS NIÑOS para evitar una intoxicación.""",34,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0366,Suplementación (General),Higiene del Dosificador,"gotero, medidora, lavar, cucharita, higiene","""💊 Sí, es importante. Después de darle el suplemento, debes lavar el dosificador (gotero o cucharita medidora) con agua hervida y guardarlo en un lugar limpio y seco hasta la próxima dosis.""","""Mantener el gotero limpio previene la contaminación.""",34,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0367,Suplementación (General),Prevención vs Tratamiento (Repaso),"dosis, 2mg, 3mg, diferencia, prevencion, tratamiento","""💊 Recuerda que no es lo mismo: la Prevención es para niños sanos (dosis de 2mg/kg) para evitar la *anemia*. El Tratamiento es para niños con anemia (dosis de 3mg/kg) para curarla.""","""Solo el personal de salud, con la prueba de hemoglobina, puede decirte cuál de las dos necesita tu bebé.""",19,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0368,Tratamiento (Niños),Definición y Diferencia,"anemia, igual, curar, prevencion, tratamiento","""🩺 El tratamiento es diferente a la prevención. Se da cuando el niño YA tiene diagnóstico de *anemia*. La dosis de *hierro* es MÁS ALTA (dosis terapéutica) para poder curarlo y rellenar sus reservas.""","""Este tratamiento SOLO debe ser indicado por un médico tras ver los resultados de hemoglobina.""",27,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0369,Tratamiento (Niños),Dosis Estándar (Referencia),"kilo, curar, dosis, cuanto, tratamiento, estandar","""🩺 Para curar la *anemia*, la norma de salud indica una dosis de 3 mg de *hierro* por cada kilo de peso del niño al día. El médico calculará exactamente cuántas gotas o mililitros de jarabe corresponden a tu hijo.""","""NUNCA calcules la dosis tú misma. Una dosis mal dada puede ser peligrosa o inefectiva. Consulta al personal de salud.""",19,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0370,Tratamiento (Niños),Duración Obligatoria,"tratamiento, termina, dura, tiempo, cuanto, 6, meses","""🩺 El tratamiento para curar la *anemia* dura 6 MESES SEGUIDOS. No son 1 ni 2 meses. Se necesita medio año completo para recuperar el *hierro* en la sangre y también en los 'almacenes' del cuerpo.""","""Cortar el tratamiento antes de los 6 meses hará que la anemia regrese rápidamente.""",19,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0371,Tratamiento (Niños),Primer Control (1 mes) (Hemoglobina),"control, primer, mes, funciona, tratamiento, 1","""🩺 Al cumplir el primer mes (30 días) de tratamiento, debes llevarlo para un control de *hemoglobina*. Esto es vital para saber si la dosis es correcta y si su cuerpo está respondiendo bien al *hierro*.""","""No faltes a este primer control. Es el más importante para ajustar el tratamiento si es necesario.""",20,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0372,Tratamiento (Niños),Controles de Seguimiento (Hemoglobina),"anemia, seguimiento, citas, controles, cuanto","""🩺 Si tu niño está en tratamiento, debe tener controles de *hemoglobina* al mes, a los 3 meses y a los 6 meses de haber iniciado. El médico necesita ver esos resultados para asegurar su recuperación.""","""Anota las fechas de sus controles y no faltes. Es la única forma de asegurar que se cure.""",23,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
